N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte,risque_inactivite,risque_interactions,risque_credit,risque_transactions,risque_utilisation,score_risque,niveau_risque
778849908,Client actuel,59,F,1,Doctorat,Marié(e),Moins de $40K,Blue,40,3,1,2452,81,0.913,0,0,0,0,0,0,Faible
708745983,Client actuel,37,F,2,Non connu,Marié(e),$40K - $60K,Blue,36,2,2,1559,81,0.706,0,0,0,0,0,0,Faible
779404383,Client actuel,47,F,5,Sans diplôme,Divorcé(e),Non connu,Blue,36,2,3,1235,76,0.098,0,0,0,0,1,1,Faible
718607883,Client actuel,41,M,3,Master,Célibataire,$80K - $120K,Blue,30,2,2,2517,81,0.141,0,0,0,0,1,1,Faible
710542983,Client actuel,48,F,4,Licence,Marié(e),Moins de $40K,Blue,21,6,0,0,87,0.0,1,0,1,0,1,3,Modéré
709769283,Client actuel,36,F,4,Non connu,Divorcé(e),Non connu,Blue,16,3,3,0,70,0.0,0,0,1,0,1,2,Modéré
721253508,Client actuel,40,M,3,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,36,3,1,2356,84,0.245,0,0,0,0,0,0,Faible
801037833,Client actuel,38,M,2,Sans diplôme,Célibataire,$80K - $120K,Blue,32,2,3,2517,87,0.789,0,0,0,0,0,0,Faible
711452583,Client actuel,43,F,4,Licence,Non connu,Non connu,Blue,36,5,1,2517,60,0.906,1,0,0,0,0,1,Faible
708176208,Client actuel,48,F,1,Licence,Marié(e),$40K - $60K,Blue,36,4,1,0,80,0.0,1,0,1,0,1,3,Modéré
716474358,Client actuel,43,F,3,Non connu,Marié(e),Moins de $40K,Blue,35,3,2,729,74,0.424,0,0,0,0,0,0,Faible
713121408,Client actuel,38,M,3,Niveau Bac+2,Marié(e),$80K - $120K,Blue,30,3,2,1667,69,0.419,0,0,0,0,0,0,Faible
794567133,Client actuel,52,F,2,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,35,2,3,808,70,0.414,0,0,0,0,0,0,Faible
717609633,Client actuel,44,M,3,Non connu,Marié(e),$120K +,Blue,32,2,2,1759,58,0.138,0,0,0,0,1,1,Faible
708899283,Client actuel,40,F,3,Sans diplôme,Célibataire,Non connu,Blue,28,3,3,1935,81,0.719,0,0,0,0,0,0,Faible
772415808,Client actuel,48,F,5,Master,Marié(e),$40K - $60K,Blue,38,3,1,716,78,0.245,0,0,0,0,0,0,Faible
716176683,Client actuel,46,M,4,Licence,Célibataire,$80K - $120K,Blue,33,1,1,1748,78,0.737,0,0,0,0,0,0,Faible
709245783,Client actuel,44,F,3,Licence,Marié(e),Non connu,Blue,27,1,1,1965,90,0.254,0,0,0,0,0,0,Faible
711900033,Client actuel,57,F,0,Doctorat,Marié(e),Non connu,Blue,46,2,1,1734,81,0.372,0,0,0,0,0,0,Faible
712566258,Client actuel,40,F,2,Master,Divorcé(e),Non connu,Blue,27,3,1,2023,77,0.238,0,0,0,0,0,0,Faible
712732908,Client actuel,36,M,4,Licence,Marié(e),$80K - $120K,Blue,36,3,1,1450,84,0.641,0,0,0,0,0,0,Faible
717908208,Client actuel,43,F,3,Licence,Divorcé(e),Moins de $40K,Blue,36,1,2,1595,82,0.632,0,0,0,0,0,0,Faible
826136283,Client actuel,38,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,34,3,2,1981,66,0.809,0,0,0,0,0,0,Faible
778714833,Client actuel,36,F,4,Niveau Bac+2,Marié(e),Non connu,Blue,18,3,2,1760,92,0.448,0,0,0,0,0,0,Faible
778659108,Client actuel,51,F,2,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,31,2,1,2203,81,0.46,0,0,0,0,0,0,Faible
720374808,Client actuel,41,F,2,Non connu,Non connu,Moins de $40K,Blue,34,3,3,1928,78,0.673,0,0,0,0,0,0,Faible
719592483,Client actuel,43,F,5,Licence,Célibataire,Non connu,Blue,34,6,3,2440,77,0.53,1,0,0,0,0,1,Faible
714702033,Client actuel,43,F,4,Licence,Non connu,Moins de $40K,Blue,34,3,3,979,75,0.497,0,0,0,0,0,0,Faible
779122908,Client actuel,55,F,3,Licence,Célibataire,$40K - $60K,Blue,37,1,2,1437,82,0.451,0,0,0,0,0,0,Faible
710676483,Client actuel,38,F,2,Non connu,Marié(e),Moins de $40K,Blue,36,2,2,0,77,0.0,0,0,1,0,1,2,Modéré
827712108,Client actuel,42,F,5,Licence,Marié(e),Moins de $40K,Blue,38,1,2,1373,72,0.585,0,0,0,0,0,0,Faible
769200858,Client actuel,34,F,4,Licence,Célibataire,Moins de $40K,Blue,28,2,3,0,86,0.0,0,0,1,0,1,2,Modéré
779114283,Client actuel,40,F,5,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,22,1,2,944,65,0.517,0,0,0,0,0,0,Faible
716201133,Client actuel,35,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,3,1,0,76,0.0,0,0,1,0,1,2,Modéré
817968783,Client actuel,51,F,3,Licence,Célibataire,Moins de $40K,Blue,46,3,1,1499,70,0.512,0,0,0,0,0,0,Faible
826480308,Client actuel,53,M,3,Licence,Non connu,$80K - $120K,Blue,49,2,1,1869,74,0.391,0,0,0,0,0,0,Faible
720307683,Client actuel,43,F,4,Licence,Divorcé(e),Moins de $40K,Blue,36,2,2,743,78,0.517,0,0,0,0,0,0,Faible
709618308,Client actuel,46,F,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Silver,40,3,1,1487,48,0.092,0,0,0,0,1,1,Faible
710119233,Client actuel,37,M,1,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,26,2,1,1925,63,0.164,0,0,0,0,0,0,Faible
789419658,Client actuel,47,F,4,Niveau Bac+2,Marié(e),Non connu,Blue,38,2,1,0,89,0.0,0,0,1,0,1,2,Modéré
789800358,Client actuel,45,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,34,1,3,1288,78,0.487,0,0,0,0,0,0,Faible
715466133,Client actuel,50,F,1,Doctorat,Marié(e),Non connu,Blue,40,3,1,1410,75,0.566,0,0,0,0,0,0,Faible
717659883,Client actuel,46,F,2,Licence,Célibataire,Non connu,Blue,36,3,3,1106,64,0.457,0,0,0,0,0,0,Faible
781942983,Client actuel,50,M,1,Non connu,Célibataire,$120K +,Blue,44,3,1,0,88,0.0,0,0,1,0,1,2,Modéré
712755783,Client actuel,49,F,1,Licence,Divorcé(e),$40K - $60K,Blue,40,2,3,0,77,0.0,0,0,1,0,1,2,Modéré
779551533,Client actuel,54,F,3,Doctorat,Célibataire,Moins de $40K,Blue,39,3,3,0,92,0.0,0,0,1,0,1,2,Modéré
714405183,Client actuel,47,F,3,Licence,Marié(e),Moins de $40K,Blue,36,2,2,1519,60,0.855,0,0,0,0,0,0,Faible
801783108,Client actuel,46,M,3,Niveau Bac+2,Marié(e),$120K +,Blue,40,3,3,0,69,0.0,0,0,1,0,1,2,Modéré
779839758,Client actuel,47,F,2,Master,Célibataire,Non connu,Blue,31,2,3,0,92,0.0,0,0,1,0,1,2,Modéré
820648608,Client actuel,46,F,2,Master,Marié(e),Moins de $40K,Blue,41,1,3,1879,79,0.736,0,0,0,0,0,0,Faible
787587033,Client actuel,42,F,4,Licence,Célibataire,Moins de $40K,Blue,32,1,2,1992,87,0.665,0,0,0,0,0,0,Faible
813967983,Client actuel,44,F,2,Niveau Bac+2,Marié(e),$40K - $60K,Blue,39,1,2,775,71,0.456,0,0,0,0,0,0,Faible
718067658,Client actuel,53,F,3,Non connu,Célibataire,Non connu,Blue,40,3,1,0,79,0.0,0,0,1,0,1,2,Modéré
709952658,Client actuel,46,F,3,Licence,Non connu,Moins de $40K,Blue,33,3,2,2491,62,0.823,0,0,0,0,0,0,Faible
789631908,Client actuel,51,M,4,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,45,1,2,1787,85,0.59,0,0,0,0,0,0,Faible
789089958,Client actuel,57,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Silver,45,2,3,0,81,0.0,0,0,1,0,1,2,Modéré
721256808,Client actuel,35,F,2,Non connu,Célibataire,Moins de $40K,Blue,20,1,2,1935,86,0.719,0,0,0,0,0,0,Faible
721269108,Client actuel,45,F,5,Licence,Célibataire,Moins de $40K,Blue,33,3,3,1249,87,0.546,0,0,0,0,0,0,Faible
767958933,Client actuel,40,M,4,Niveau Bac+2,Marié(e),$40K - $60K,Silver,34,2,1,1291,77,0.083,0,0,0,0,1,1,Faible
779866458,Client actuel,40,F,5,Sans diplôme,Marié(e),Moins de $40K,Blue,24,1,1,793,67,0.389,0,0,0,0,0,0,Faible
721246833,Client actuel,47,F,3,Non connu,Non connu,Moins de $40K,Blue,36,2,3,1089,70,0.558,0,0,0,0,0,0,Faible
709813008,Client actuel,44,F,3,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,35,3,0,2415,93,0.711,0,0,0,0,0,0,Faible
710219658,Client actuel,48,F,3,Doctorat,Marié(e),Non connu,Blue,44,3,3,1186,74,0.587,0,0,0,0,0,0,Faible
789121233,Client actuel,53,F,2,Non connu,Célibataire,Moins de $40K,Blue,41,1,3,2290,76,0.983,0,0,0,0,0,0,Faible
720205608,Client actuel,52,F,1,Sans diplôme,Marié(e),Non connu,Blue,36,1,1,0,77,0.0,0,0,1,0,1,2,Modéré
718186233,Client actuel,34,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,26,2,3,971,71,0.3,0,0,0,0,0,0,Faible
710466633,Client actuel,55,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,44,1,1,0,76,0.0,0,0,1,0,1,2,Modéré
711153783,Client actuel,44,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,36,3,1,541,70,0.376,0,0,1,0,0,1,Faible
788885133,Client actuel,57,F,3,Niveau Bac+2,Non connu,Moins de $40K,Silver,42,1,1,2422,63,0.191,0,0,0,0,0,0,Faible
719532108,Client actuel,40,F,5,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,31,2,2,2208,68,0.785,0,0,0,0,0,0,Faible
757643733,Client actuel,42,F,2,Master,Célibataire,Moins de $40K,Blue,35,3,2,0,79,0.0,0,0,1,0,1,2,Modéré
715122858,Client actuel,55,F,2,Licence,Marié(e),$40K - $60K,Blue,36,3,3,0,81,0.0,0,0,1,0,1,2,Modéré
708273858,Client actuel,40,M,3,Licence,Divorcé(e),$120K +,Blue,30,2,1,0,80,0.0,0,0,1,0,1,2,Modéré
803952408,Client actuel,52,F,3,Sans diplôme,Marié(e),Moins de $40K,Blue,47,3,2,1486,77,0.591,0,0,0,0,0,0,Faible
778394358,Client actuel,46,F,2,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,26,3,1,1785,88,0.955,0,0,0,0,0,0,Faible
713180433,Client actuel,56,F,2,Licence,Célibataire,Non connu,Blue,48,3,2,2517,87,0.64,0,0,0,0,0,0,Faible
787458783,Client actuel,49,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,35,3,2,2133,83,0.702,0,0,0,0,0,0,Faible
720315933,Client actuel,53,F,1,Sans diplôme,Célibataire,Moins de $40K,Blue,39,2,3,1276,76,0.644,0,0,0,0,0,0,Faible
739828308,Client actuel,55,M,3,Sans diplôme,Célibataire,$120K +,Blue,48,2,2,1743,68,0.564,0,0,0,0,0,0,Faible
720959058,Client actuel,44,F,3,Non connu,Célibataire,Non connu,Blue,33,3,1,2417,67,0.3,0,0,0,0,0,0,Faible
789939558,Client actuel,54,F,2,Niveau Bac+2,Marié(e),Non connu,Blue,45,3,2,1841,87,0.407,0,0,0,0,0,0,Faible
714169908,Client actuel,53,F,0,Licence,Célibataire,Moins de $40K,Blue,34,2,1,1140,82,0.586,0,0,0,0,0,0,Faible
796145133,Client actuel,46,F,2,Sans diplôme,Marié(e),Non connu,Blue,40,2,2,1716,86,0.282,0,0,0,0,0,0,Faible
789233808,Client actuel,38,F,3,Licence,Marié(e),Non connu,Blue,27,2,2,1396,74,0.576,0,0,0,0,0,0,Faible
709071408,Client actuel,56,F,5,Licence,Célibataire,$40K - $60K,Blue,37,2,1,1702,74,0.653,0,0,0,0,0,0,Faible
815830083,Client actuel,53,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,48,2,1,1215,72,0.622,0,0,0,0,0,0,Faible
715932708,Client actuel,41,M,3,Non connu,Non connu,$60K - $80K,Blue,36,3,1,1614,75,0.278,0,0,0,0,0,0,Faible
715281933,Client actuel,43,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,36,3,2,0,73,0.0,0,0,1,0,1,2,Modéré
717446208,Client actuel,62,F,0,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,36,2,1,1980,69,0.528,0,0,0,0,0,0,Faible
715236783,Client actuel,42,F,4,Niveau Bac+2,Divorcé(e),$40K - $60K,Blue,36,3,2,2517,87,0.674,0,0,0,0,0,0,Faible
804583833,Client actuel,56,F,2,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,51,1,3,1243,87,0.692,0,0,0,0,0,0,Faible
715321983,Client actuel,33,F,2,Doctorat,Marié(e),$40K - $60K,Blue,36,2,1,1867,75,0.679,0,0,0,0,0,0,Faible
717773433,Client actuel,57,F,0,Licence,Marié(e),Moins de $40K,Blue,45,1,2,0,98,0.0,0,0,1,0,1,2,Modéré
778632933,Client actuel,49,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,29,1,2,1998,79,0.784,0,0,0,0,0,0,Faible
808527183,Client actuel,46,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,41,1,1,949,94,0.637,0,0,0,0,0,0,Faible
797218233,Client actuel,51,F,2,Non connu,Célibataire,Moins de $40K,Blue,45,1,0,0,82,0.0,0,0,1,0,1,2,Modéré
710612583,Client actuel,52,M,4,Lycée (équivalent baccalauréat),Non connu,$60K - $80K,Blue,36,3,2,1740,80,0.67,0,0,0,0,0,0,Faible
712613808,Client actuel,45,F,5,Niveau Bac+2,Célibataire,Non connu,Blue,32,3,3,658,69,0.11,0,0,1,0,1,2,Modéré
807173358,Client actuel,56,F,0,Master,Marié(e),Moins de $40K,Blue,51,2,3,878,76,0.243,0,0,0,0,0,0,Faible
778349883,Client actuel,56,F,0,Sans diplôme,Célibataire,Moins de $40K,Blue,36,3,1,2114,75,0.657,0,0,0,0,0,0,Faible
714668433,Client actuel,51,F,4,Licence,Célibataire,Moins de $40K,Blue,36,3,1,1898,67,0.753,0,0,0,0,0,0,Faible
720967233,Client actuel,43,F,2,Non connu,Marié(e),Moins de $40K,Blue,29,1,1,2517,88,0.757,0,0,0,0,0,0,Faible
718629858,Client actuel,42,F,2,Sans diplôme,Marié(e),Non connu,Blue,32,5,3,0,89,0.0,1,0,1,0,1,3,Modéré
737962608,Client actuel,48,F,4,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,41,3,2,2517,78,0.672,0,0,0,0,0,0,Faible
714142158,Client actuel,59,F,0,Licence,Marié(e),Moins de $40K,Blue,48,2,1,1411,92,0.666,0,0,0,0,0,0,Faible
715390608,Client actuel,45,F,5,Licence,Marié(e),Moins de $40K,Blue,39,3,2,1209,81,0.422,0,0,0,0,0,0,Faible
715243458,Client actuel,45,F,2,Licence,Célibataire,$40K - $60K,Blue,36,3,1,1304,94,0.569,0,0,0,0,0,0,Faible
715418508,Client actuel,51,M,1,Sans diplôme,Célibataire,$120K +,Blue,36,1,3,590,72,0.068,0,0,1,0,1,2,Modéré
711164508,Client actuel,49,F,1,Licence,Divorcé(e),Non connu,Silver,43,3,1,1163,71,0.034,0,0,0,0,1,1,Faible
713239308,Client actuel,43,F,2,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,36,3,3,1694,85,0.632,0,0,0,0,0,0,Faible
712323183,Client actuel,38,M,3,Non connu,Marié(e),$80K - $120K,Blue,22,2,1,0,63,0.0,0,0,1,0,1,2,Modéré
797410983,Client actuel,45,F,3,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,39,2,2,745,83,0.518,0,0,0,0,0,0,Faible
721167783,Client actuel,54,M,4,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,39,3,3,2465,69,0.317,0,0,0,0,0,0,Faible
714060408,Client actuel,57,F,3,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,37,1,2,1603,82,0.525,0,0,0,0,0,0,Faible
715515333,Client actuel,51,M,3,Licence,Marié(e),$120K +,Blue,42,1,3,2140,92,0.27,0,0,0,0,0,0,Faible
806970033,Client actuel,48,M,3,Lycée (équivalent baccalauréat),Non connu,$40K - $60K,Blue,43,2,3,1434,77,0.818,0,0,0,0,0,0,Faible
817337958,Client actuel,48,F,5,Doctorat,Marié(e),Moins de $40K,Blue,33,1,3,1176,74,0.202,0,0,0,0,0,0,Faible
788132208,Client actuel,53,F,2,Licence,Marié(e),$40K - $60K,Blue,38,2,1,1003,70,0.504,0,0,0,0,0,0,Faible
812653383,Client actuel,55,F,1,Niveau Bac+2,Célibataire,$40K - $60K,Blue,50,3,3,1520,92,0.825,0,0,0,0,0,0,Faible
709762908,Client actuel,52,F,1,Sans diplôme,Marié(e),Non connu,Blue,40,2,1,1228,78,0.854,0,0,0,0,0,0,Faible
717114708,Client actuel,34,F,0,Licence,Marié(e),$40K - $60K,Blue,26,3,2,1830,77,0.612,0,0,0,0,0,0,Faible
767388783,Client actuel,43,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,3,1,0,66,0.0,0,0,1,0,1,2,Modéré
773275083,Client actuel,49,F,3,Niveau Bac+2,Marié(e),Non connu,Blue,37,3,0,966,79,0.313,0,0,0,0,0,0,Faible
719971458,Client actuel,49,M,5,Licence,Marié(e),$80K - $120K,Blue,41,3,2,1490,74,0.282,0,0,0,0,0,0,Faible
721001883,Client actuel,41,M,3,Sans diplôme,Marié(e),$60K - $80K,Blue,30,1,2,1618,47,0.83,0,0,0,0,0,0,Faible
778245633,Client actuel,43,F,3,Licence,Célibataire,Non connu,Blue,33,3,1,1818,70,0.777,0,0,0,0,0,0,Faible
718535733,Client actuel,40,F,1,Sans diplôme,Divorcé(e),Moins de $40K,Blue,25,3,1,2047,79,0.545,0,0,0,0,0,0,Faible
711909933,Client actuel,54,M,4,Non connu,Marié(e),$80K - $120K,Blue,42,3,1,618,83,0.381,0,0,1,0,0,1,Faible
709253433,Client actuel,50,F,2,Sans diplôme,Marié(e),$40K - $60K,Blue,41,1,2,1912,58,0.175,0,0,0,0,0,0,Faible
719797758,Client actuel,56,F,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,36,1,1,2517,84,0.736,0,0,0,0,0,0,Faible
789420933,Client actuel,39,F,2,Sans diplôme,Marié(e),Moins de $40K,Blue,30,1,3,778,87,0.25,0,0,0,0,0,0,Faible
715335558,Client actuel,43,F,5,Sans diplôme,Célibataire,Moins de $40K,Blue,36,1,2,907,81,0.489,0,0,0,0,0,0,Faible
711516783,Client actuel,47,F,4,Sans diplôme,Marié(e),$40K - $60K,Blue,36,1,1,1119,91,0.519,0,0,0,0,0,0,Faible
798917883,Client actuel,42,F,4,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,3,2,2517,76,0.607,0,0,0,0,0,0,Faible
721525758,Client actuel,45,M,5,Doctorat,Marié(e),$80K - $120K,Blue,35,2,2,1229,77,0.552,0,0,0,0,0,0,Faible
716249508,Client actuel,48,F,5,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,2,1,0,85,0.0,0,0,1,0,1,2,Modéré
716953083,Client actuel,53,F,2,Licence,Marié(e),Non connu,Blue,41,2,2,1260,81,0.616,0,0,0,0,0,0,Faible
711766758,Client actuel,42,F,4,Non connu,Marié(e),Moins de $40K,Blue,30,2,1,987,67,0.645,0,0,0,0,0,0,Faible
709432833,Client actuel,53,F,1,Non connu,Marié(e),Moins de $40K,Blue,36,2,3,1196,73,0.812,0,0,0,0,0,0,Faible
719964933,Client actuel,50,F,5,Licence,Célibataire,Moins de $40K,Blue,41,2,2,0,78,0.0,0,0,1,0,1,2,Modéré
719857008,Client actuel,37,F,1,Licence,Célibataire,$40K - $60K,Blue,36,3,1,2198,81,0.762,0,0,0,0,0,0,Faible
758340108,Client actuel,39,F,2,Licence,Célibataire,Moins de $40K,Silver,29,3,2,913,78,0.091,0,0,0,0,1,1,Faible
716481408,Client actuel,38,F,2,Licence,Célibataire,Moins de $40K,Blue,36,1,1,0,76,0.0,0,0,1,0,1,2,Modéré
789347133,Client actuel,38,F,2,Master,Marié(e),$40K - $60K,Blue,28,1,1,2395,79,0.536,0,0,0,0,0,0,Faible
719112258,Client actuel,42,M,4,Niveau Bac+2,Non connu,$60K - $80K,Blue,35,3,3,1360,79,0.541,0,0,0,0,0,0,Faible
710740008,Client actuel,57,M,1,Licence,Non connu,$80K - $120K,Blue,39,1,1,641,82,0.446,0,0,1,0,0,1,Faible
719372583,Client actuel,57,M,3,Licence,Célibataire,$120K +,Blue,36,2,1,1197,90,0.069,0,0,0,0,1,1,Faible
751350558,Client actuel,57,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,50,2,2,0,85,0.0,0,0,1,0,1,2,Modéré
715123983,Client actuel,43,F,1,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,2,2,2517,81,0.753,0,0,0,0,0,0,Faible
709250508,Client actuel,63,M,1,Sans diplôme,Célibataire,Moins de $40K,Blue,56,1,2,2517,88,0.361,0,0,0,0,0,0,Faible
719025333,Client actuel,48,M,2,Master,Marié(e),$40K - $60K,Blue,42,2,0,0,59,0.0,0,0,1,0,1,2,Modéré
718566858,Client actuel,46,F,2,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,2,2,0,79,0.0,0,0,1,0,1,2,Modéré
710675508,Client actuel,40,F,3,Niveau Bac+2,Non connu,Non connu,Blue,28,3,1,1190,98,0.513,0,0,0,0,0,0,Faible
818729208,Client actuel,52,M,3,Licence,Marié(e),$60K - $80K,Blue,47,3,3,941,77,0.115,0,0,0,0,1,1,Faible
709068183,Client actuel,53,M,4,Niveau Bac+2,Célibataire,$60K - $80K,Blue,42,3,3,0,87,0.0,0,0,1,0,1,2,Modéré
715358283,Client actuel,57,F,2,Sans diplôme,Marié(e),Moins de $40K,Blue,46,3,2,1139,73,0.535,0,0,0,0,0,0,Faible
710966433,Client actuel,50,F,3,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,2,1404,67,0.537,0,0,0,0,0,0,Faible
714087258,Client actuel,49,F,1,Sans diplôme,Divorcé(e),Moins de $40K,Blue,36,3,2,0,72,0.0,0,0,1,0,1,2,Modéré
756383283,Client actuel,38,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,31,1,3,2517,80,0.456,0,0,0,0,0,0,Faible
718133733,Client actuel,44,F,4,Master,Non connu,Moins de $40K,Blue,36,1,1,1540,76,0.21,0,0,0,0,0,0,Faible
720823458,Client actuel,59,F,2,Non connu,Marié(e),Moins de $40K,Blue,46,6,2,1907,85,0.365,1,0,0,0,0,1,Faible
720027258,Client actuel,53,F,2,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,40,1,3,0,73,0.0,0,0,1,0,1,2,Modéré
807604233,Client actuel,54,M,3,Licence,Marié(e),$80K - $120K,Blue,49,3,3,2482,81,0.223,0,0,0,0,0,0,Faible
801786483,Client actuel,51,M,0,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,45,2,3,2517,89,0.236,0,0,0,0,0,0,Faible
789138258,Client actuel,45,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,34,3,2,2372,83,0.797,0,0,0,0,0,0,Faible
779642733,Client actuel,42,F,5,Non connu,Marié(e),Moins de $40K,Blue,25,1,1,2238,77,0.796,0,0,0,0,0,0,Faible
771735933,Client actuel,48,M,2,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,36,1,1,1722,82,0.16,0,0,0,0,1,1,Faible
789917208,Client actuel,40,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,31,3,3,1781,69,0.905,0,0,0,0,0,0,Faible
779608083,Client actuel,55,M,2,Doctorat,Célibataire,Moins de $40K,Blue,44,2,2,1247,62,0.32,0,0,0,0,0,0,Faible
711287733,Client actuel,45,M,4,Non connu,Marié(e),$40K - $60K,Blue,36,2,1,1289,74,0.273,0,0,0,0,0,0,Faible
774675933,Client actuel,40,M,3,Niveau Bac+2,Divorcé(e),$80K - $120K,Silver,34,1,3,2052,62,0.059,0,0,0,0,1,1,Faible
716741508,Client actuel,33,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,21,1,3,1167,65,0.412,0,0,0,0,0,0,Faible
721106133,Client actuel,57,F,3,Sans diplôme,Divorcé(e),Non connu,Blue,36,4,1,1789,82,0.774,1,0,0,0,0,1,Faible
716698608,Client actuel,51,M,2,Non connu,Célibataire,$80K - $120K,Blue,39,1,1,0,87,0.0,0,0,1,0,1,2,Modéré
718116933,Client actuel,53,F,3,Licence,Célibataire,Moins de $40K,Blue,36,3,1,630,79,0.438,0,0,1,0,0,1,Faible
720513333,Client actuel,46,M,3,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,39,1,3,1724,78,0.081,0,0,0,0,1,1,Faible
720482583,Client actuel,52,F,1,Niveau Bac+2,Marié(e),Non connu,Blue,43,3,1,2163,69,0.207,0,0,0,0,0,0,Faible
719584608,Client actuel,40,M,4,Lycée (équivalent baccalauréat),Non connu,$40K - $60K,Blue,32,1,1,0,79,0.0,0,0,1,0,1,2,Modéré
709477233,Client actuel,37,F,2,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,36,2,1,1621,79,0.691,0,0,0,0,0,0,Faible
779397183,Client actuel,42,F,2,Licence,Célibataire,Moins de $40K,Blue,31,1,1,0,61,0.0,0,0,1,0,1,2,Modéré
714671658,Client actuel,38,F,5,Licence,Marié(e),Moins de $40K,Blue,31,5,2,1392,85,0.647,1,0,0,0,0,1,Faible
779218233,Client actuel,47,F,5,Master,Célibataire,Moins de $40K,Blue,37,3,3,0,75,0.0,0,0,1,0,1,2,Modéré
713456583,Client actuel,45,M,2,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Silver,37,2,2,1495,70,0.043,0,0,0,0,1,1,Faible
790221633,Client actuel,44,F,4,Licence,Célibataire,$40K - $60K,Blue,38,3,3,2296,77,0.589,0,0,0,0,0,0,Faible
721299483,Client actuel,47,M,3,Licence,Célibataire,$80K - $120K,Blue,32,1,1,1304,71,0.112,0,0,0,0,1,1,Faible
711701958,Client actuel,48,M,1,Non connu,Célibataire,$60K - $80K,Blue,38,3,3,1999,63,0.176,0,0,0,0,0,0,Faible
783573408,Client actuel,42,F,4,Niveau Bac+2,Célibataire,$40K - $60K,Blue,36,1,2,2136,83,0.83,0,0,0,0,0,0,Faible
709641933,Client actuel,42,F,3,Licence,Marié(e),$40K - $60K,Blue,36,1,2,1869,84,0.544,0,0,0,0,0,0,Faible
718755483,Client actuel,44,M,2,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,2,1,959,86,0.131,0,0,0,0,1,1,Faible
720914358,Client actuel,46,F,3,Licence,Marié(e),Moins de $40K,Blue,36,2,3,1333,84,0.302,0,0,0,0,0,0,Faible
714811533,Client actuel,39,M,2,Lycée (équivalent baccalauréat),Non connu,$60K - $80K,Blue,32,2,2,0,91,0.0,0,0,1,0,1,2,Modéré
