N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte
710526633,Client actuel,47,M,2,Non connu,Célibataire,$60K - $80K,Blue,34,3,2,1599,88,0.781
714186108,Client actuel,37,F,2,Non connu,Célibataire,Moins de $40K,Blue,19,5,2,1682,71,0.782
820047858,Client perdu,44,F,4,Licence,Non connu,$40K - $60K,Blue,39,7,2,1868,50,0.619
708894183,Client actuel,53,M,3,Niveau Bac+2,Célibataire,$120K +,Silver,44,4,2,1073,86,0.031
708186933,Client perdu,33,M,1,Licence,Célibataire,$60K - $80K,Blue,36,4,2,725,45,0.399
778937583,Client actuel,46,F,3,Sans diplôme,Marié(e),Moins de $40K,Blue,29,1,1,1449,83,0.65
708498033,Client perdu,44,F,3,Non connu,Marié(e),Moins de $40K,Blue,36,7,9,1837,52,0.806
815315058,Client perdu,48,F,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,43,2,2,0,45,0.0
751607058,Client actuel,45,M,2,Doctorat,Marié(e),$120K +,Blue,38,3,3,0,77,0.0
718194858,Client actuel,48,F,5,Licence,Célibataire,Non connu,Blue,35,2,3,1488,88,0.766
827123883,Client actuel,53,M,4,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,49,1,2,0,92,0.0
711473058,Client actuel,44,M,4,Licence,Divorcé(e),$60K - $80K,Blue,32,3,2,1368,64,0.117
715197633,Client actuel,43,M,3,Sans diplôme,Non connu,$40K - $60K,Blue,38,4,2,1914,93,0.203
713512308,Client perdu,50,F,0,Licence,Célibataire,$40K - $60K,Blue,41,4,1,0,45,0.0
790023408,Client actuel,47,F,3,Non connu,Célibataire,Moins de $40K,Blue,39,2,1,2422,83,0.831
720403008,Client actuel,50,F,3,Sans diplôme,Marié(e),Non connu,Blue,38,4,1,0,79,0.0
709581483,Client perdu,40,F,4,Doctorat,Marié(e),$40K - $60K,Blue,21,2,1,2517,53,0.843
711201108,Client perdu,37,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,29,4,3,0,35,0.0
708784083,Client actuel,47,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,36,2,1,1588,83,0.583
712838358,Client actuel,40,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,31,2,3,0,84,0.0
714887808,Client perdu,43,F,1,Sans diplôme,Célibataire,Moins de $40K,Blue,36,4,2,0,50,0.0
716581983,Client actuel,56,F,0,Niveau Bac+2,Marié(e),$40K - $60K,Blue,36,2,3,929,91,0.212
716930133,Client actuel,43,F,3,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,36,3,2,0,86,0.0
808981608,Client actuel,50,F,2,Sans diplôme,Marié(e),Moins de $40K,Blue,45,1,0,540,66,0.099
709714008,Client perdu,50,F,1,Non connu,Célibataire,Non connu,Blue,39,6,3,0,45,0.0
811942983,Client actuel,55,M,2,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,50,2,3,1756,74,0.1
715565058,Client actuel,27,F,1,Sans diplôme,Non connu,Moins de $40K,Blue,16,1,2,0,70,0.0
714519408,Client perdu,44,F,3,Niveau Bac+2,Marié(e),$60K - $80K,Blue,36,5,3,2139,48,0.399
719153433,Client actuel,49,F,4,Sans diplôme,Marié(e),Non connu,Blue,38,2,1,850,79,0.334
809127858,Client actuel,51,F,1,Master,Célibataire,$40K - $60K,Blue,46,1,3,1219,72,0.536
712740108,Client perdu,43,F,4,Sans diplôme,Divorcé(e),Moins de $40K,Blue,33,3,1,0,45,0.0
720251358,Client perdu,54,F,2,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,36,5,1,2517,43,0.701
713935533,Client actuel,44,M,3,Licence,Célibataire,$40K - $60K,Silver,29,1,3,870,78,0.045
710243208,Client actuel,56,F,4,Non connu,Marié(e),Moins de $40K,Blue,44,3,2,0,80,0.0
708870408,Client actuel,53,M,4,Non connu,Célibataire,Moins de $40K,Blue,43,3,1,2079,56,0.541
795844983,Client actuel,45,F,3,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,39,4,1,0,64,0.0
828294933,Client perdu,49,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,45,2,3,2437,36,0.826
713531808,Client actuel,38,F,1,Doctorat,Marié(e),Moins de $40K,Blue,28,1,1,0,74,0.0
712307283,Client perdu,54,M,1,Niveau Bac+2,Marié(e),$120K +,Blue,37,2,3,2517,43,0.277
715778358,Client actuel,45,M,5,Licence,Marié(e),$120K +,Blue,26,3,2,797,59,0.023
778910883,Client perdu,53,M,2,Non connu,Marié(e),$80K - $120K,Blue,34,5,2,875,43,0.476
710637183,Client actuel,48,F,4,Licence,Célibataire,Non connu,Blue,40,3,3,1906,71,0.829
712781883,Client actuel,36,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,36,1,3,537,83,0.206
709664658,Client actuel,40,M,4,Non connu,Non connu,$80K - $120K,Blue,27,3,2,927,69,0.041
717574683,Client actuel,53,F,3,Non connu,Marié(e),$40K - $60K,Blue,46,3,1,1146,85,0.523
771497283,Client actuel,40,F,2,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,28,6,3,1310,79,0.449
714991608,Client actuel,41,F,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,31,3,2,913,68,0.635
779848383,Client perdu,37,F,3,Licence,Marié(e),$40K - $60K,Blue,21,2,2,577,47,0.323
715495308,Client actuel,43,F,4,Licence,Célibataire,Moins de $40K,Blue,36,4,1,2231,73,0.25
712431183,Client actuel,52,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,37,3,1,0,80,0.0
714895608,Client actuel,48,F,2,Non connu,Célibataire,Non connu,Blue,38,4,3,1375,62,0.492
718324983,Client actuel,60,F,0,Niveau Bac+2,Marié(e),Moins de $40K,Blue,49,3,3,1155,83,0.707
713541033,Client actuel,39,F,1,Niveau Bac+2,Célibataire,Moins de $40K,Blue,32,2,3,1557,85,0.726
771989733,Client actuel,37,M,2,Non connu,Célibataire,$40K - $60K,Blue,26,1,2,1449,65,0.395
789698733,Client actuel,40,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,27,3,1,1088,78,0.227
787514433,Client actuel,34,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,23,3,3,1176,71,0.543
811081083,Client actuel,48,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,43,4,2,1183,78,0.772
717371583,Client perdu,56,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,36,5,6,400,45,0.212
715579233,Client actuel,44,F,3,Doctorat,Célibataire,$40K - $60K,Blue,40,1,3,1356,74,0.371
781930233,Client actuel,47,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,37,1,1,2338,70,0.794
716825808,Client actuel,45,F,3,Sans diplôme,Divorcé(e),Moins de $40K,Blue,36,1,0,2216,75,0.822
757053408,Client actuel,47,F,1,Licence,Célibataire,Non connu,Blue,40,1,3,1970,76,0.517
788418933,Client actuel,35,F,2,Licence,Marié(e),$40K - $60K,Blue,27,2,3,1085,85,0.673
788898933,Client actuel,42,F,4,Niveau Bac+2,Marié(e),Moins de $40K,Blue,27,2,1,0,77,0.0
712163433,Client perdu,47,M,3,Sans diplôme,Marié(e),$40K - $60K,Blue,29,2,8,644,36,0.382
717343833,Client actuel,47,F,5,Sans diplôme,Non connu,Non connu,Blue,34,1,3,2094,86,0.67
820868508,Client actuel,47,M,2,Niveau Bac+2,Marié(e),$40K - $60K,Blue,43,4,1,736,75,0.104
789240258,Client actuel,50,F,2,Sans diplôme,Célibataire,$40K - $60K,Blue,35,3,1,2458,81,0.883
716951658,Client actuel,51,F,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,38,3,1,0,82,0.0
718932633,Client actuel,45,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,35,2,2,1156,64,0.673
711487533,Client perdu,47,F,3,Non connu,Marié(e),Moins de $40K,Blue,38,5,2,0,38,0.0
715306983,Client perdu,42,M,5,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,2,3,0,42,0.0
712771233,Client actuel,52,M,3,Non connu,Célibataire,$80K - $120K,Blue,36,4,1,1268,80,0.504
789637308,Client perdu,45,F,2,Niveau Bac+2,Divorcé(e),$40K - $60K,Blue,39,5,8,0,50,0.0
717247383,Client actuel,48,M,4,Licence,Célibataire,$40K - $60K,Blue,36,2,3,0,69,0.0
714842208,Client actuel,52,F,2,Licence,Marié(e),$40K - $60K,Blue,36,4,2,1782,69,0.636
794172033,Client perdu,58,F,1,Master,Divorcé(e),$40K - $60K,Blue,52,1,3,0,45,0.0
713592408,Client actuel,43,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,28,3,2,0,66,0.0
709314408,Client actuel,39,F,2,Niveau Bac+2,Célibataire,$40K - $60K,Blue,29,3,1,1593,82,0.323
715957233,Client actuel,53,M,3,Niveau Bac+2,Célibataire,$60K - $80K,Blue,36,1,1,2018,75,0.101
719414658,Client actuel,52,F,0,Licence,Célibataire,Non connu,Blue,36,4,1,0,76,0.0
719632683,Client actuel,40,M,3,Licence,Célibataire,$40K - $60K,Blue,30,3,3,2235,83,0.865
708136908,Client actuel,62,F,0,Licence,Célibataire,Moins de $40K,Blue,53,2,2,801,68,0.306
721393083,Client actuel,52,F,3,Non connu,Célibataire,$40K - $60K,Blue,45,3,1,577,64,0.095
714520233,Client perdu,59,F,0,Licence,Marié(e),$40K - $60K,Blue,36,3,2,0,38,0.0
709455108,Client actuel,49,F,4,Non connu,Marié(e),Moins de $40K,Blue,33,2,1,1667,79,0.697
767058183,Client actuel,53,F,1,Licence,Divorcé(e),Moins de $40K,Blue,46,4,3,1333,61,0.389
770800683,Client actuel,48,F,3,Master,Marié(e),Moins de $40K,Blue,35,3,3,2133,72,0.808
779651058,Client actuel,59,F,0,Non connu,Célibataire,$40K - $60K,Blue,42,2,2,1409,65,0.73
710443833,Client actuel,50,M,2,Non connu,Célibataire,$120K +,Blue,38,4,2,995,78,0.469
717725433,Client perdu,54,F,2,Licence,Marié(e),$40K - $60K,Blue,44,7,2,0,37,0.0
720600858,Client actuel,41,M,4,Licence,Marié(e),$60K - $80K,Blue,26,2,2,1395,75,0.248
717797658,Client actuel,57,F,2,Licence,Marié(e),Moins de $40K,Blue,45,2,2,740,87,0.514
779458383,Client actuel,50,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,32,2,3,2087,73,0.806
788767983,Client actuel,43,M,5,Non connu,Célibataire,$60K - $80K,Blue,24,1,3,0,82,0.0
711994458,Client actuel,47,F,4,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,39,4,0,0,75,0.0
713948808,Client actuel,55,M,3,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,47,2,2,962,97,0.6
710456658,Client actuel,50,F,4,Licence,Marié(e),Moins de $40K,Blue,31,2,1,1799,82,0.865
771531708,Client actuel,46,F,2,Non connu,Célibataire,Non connu,Blue,34,3,1,887,87,0.117
713546883,Client actuel,47,M,2,Licence,Divorcé(e),$60K - $80K,Blue,29,2,3,1553,76,0.324
711447783,Client actuel,53,F,2,Licence,Célibataire,Moins de $40K,Blue,38,2,3,1353,76,0.57
713746608,Client actuel,48,F,2,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,37,2,2,908,67,0.108
718020408,Client actuel,60,F,1,Licence,Marié(e),Moins de $40K,Blue,36,4,3,545,72,0.276
719475633,Client actuel,42,M,3,Master,Marié(e),$80K - $120K,Blue,30,2,3,0,81,0.0
719654283,Client actuel,52,F,2,Licence,Marié(e),$40K - $60K,Silver,42,3,2,0,81,0.0
720114633,Client actuel,44,F,5,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,30,3,1,1726,89,0.637
816315558,Client actuel,38,M,1,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,33,4,1,879,77,0.585
712567083,Client actuel,51,M,1,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,36,2,2,0,88,0.0
711302883,Client actuel,50,F,0,Licence,Célibataire,Moins de $40K,Blue,46,2,2,1392,72,0.643
719775408,Client actuel,41,F,4,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,36,2,3,0,85,0.0
712070208,Client actuel,61,F,1,Niveau Bac+2,Célibataire,Non connu,Blue,50,4,1,2458,82,0.368
718641483,Client actuel,53,F,3,Licence,Marié(e),Moins de $40K,Blue,42,1,1,1109,72,0.461
710690733,Client perdu,47,F,3,Licence,Marié(e),$40K - $60K,Blue,35,4,2,0,38,0.0
718441308,Client actuel,41,M,2,Licence,Célibataire,$60K - $80K,Blue,31,1,3,1935,68,0.235
772243833,Client actuel,54,F,0,Doctorat,Célibataire,Moins de $40K,Blue,43,1,3,968,75,0.304
711992133,Client actuel,53,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,41,2,2,868,72,0.334
779084208,Client perdu,43,F,3,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,24,2,2,613,31,0.369
715304958,Client perdu,42,F,3,Licence,Marié(e),$40K - $60K,Blue,27,2,2,0,50,0.0
713179083,Client actuel,32,F,2,Sans diplôme,Célibataire,Non connu,Blue,25,2,1,1533,75,0.48
709836258,Client actuel,45,F,4,Licence,Marié(e),Moins de $40K,Blue,41,1,2,1337,81,0.694
715950483,Client perdu,39,F,1,Sans diplôme,Marié(e),$40K - $60K,Blue,27,3,3,725,35,0.257
798281808,Client actuel,48,M,4,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,42,4,3,1214,79,0.313
720414558,Client actuel,56,F,2,Non connu,Marié(e),Moins de $40K,Blue,36,2,1,922,84,0.468
713509908,Client actuel,48,F,2,Licence,Marié(e),Non connu,Blue,35,1,1,1058,90,0.603
711919608,Client perdu,42,F,3,Licence,Marié(e),$40K - $60K,Blue,36,4,2,1720,32,0.847
709993158,Client actuel,46,F,2,Licence,Marié(e),Moins de $40K,Blue,31,2,0,1584,71,0.68
767815233,Client actuel,46,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,40,4,2,0,88,0.0
717624708,Client perdu,59,M,2,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,51,6,3,0,49,0.0
720015183,Client actuel,60,M,1,Licence,Marié(e),$120K +,Blue,46,3,1,2048,88,0.399
778236858,Client actuel,54,F,2,Licence,Marié(e),Non connu,Blue,42,1,1,1018,87,0.086
789095958,Client perdu,50,M,1,Non connu,Célibataire,$60K - $80K,Blue,38,4,3,744,42,0.098
713736333,Client perdu,41,F,3,Sans diplôme,Marié(e),$40K - $60K,Blue,36,4,7,0,41,0.0
717836733,Client actuel,49,F,1,Licence,Marié(e),Moins de $40K,Blue,36,2,1,1378,81,0.267
712619808,Client actuel,47,F,3,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,2,1,1169,87,0.468
712221408,Client actuel,42,M,4,Licence,Célibataire,$40K - $60K,Blue,33,3,2,1489,82,0.561
714213708,Client perdu,35,F,3,Niveau Bac+2,Marié(e),$60K - $80K,Blue,25,4,2,2517,45,0.697
720289533,Client actuel,47,F,4,Non connu,Marié(e),Non connu,Blue,42,2,3,1143,85,0.607
709469658,Client actuel,47,M,3,Non connu,Célibataire,$80K - $120K,Blue,36,1,2,0,75,0.0
772323033,Client actuel,44,F,4,Licence,Célibataire,Moins de $40K,Blue,33,2,2,1556,78,0.338
742572558,Client actuel,32,F,0,Lycée (équivalent baccalauréat),Divorcé(e),Non connu,Blue,25,3,1,1165,82,0.095
718848183,Client actuel,50,M,2,Master,Marié(e),$80K - $120K,Blue,42,1,1,1276,82,0.129
719034183,Client actuel,46,F,3,Licence,Célibataire,Moins de $40K,Blue,38,1,3,1366,86,0.878
720142308,Client perdu,52,F,2,Licence,Marié(e),$80K - $120K,Blue,36,4,7,0,56,0.0
771872733,Client actuel,38,M,0,Non connu,Marié(e),$60K - $80K,Blue,26,2,1,1521,69,0.399
718816158,Client actuel,44,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,33,3,3,1984,87,0.37
720003558,Client actuel,43,F,1,Licence,Non connu,Moins de $40K,Blue,32,4,3,1416,79,0.772
818993508,Client actuel,52,F,3,Licence,Marié(e),Moins de $40K,Blue,47,4,2,879,75,0.341
715672458,Client actuel,47,M,5,Licence,Célibataire,$60K - $80K,Blue,36,3,2,1264,71,0.465
789820308,Client actuel,50,F,3,Licence,Marié(e),Moins de $40K,Blue,40,2,2,2065,47,0.706
819688458,Client perdu,44,F,5,Licence,Non connu,$40K - $60K,Blue,39,4,2,0,39,0.0
710785383,Client perdu,49,F,2,Licence,Marié(e),$40K - $60K,Blue,39,4,1,0,55,0.0
712837233,Client actuel,46,M,2,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,36,1,3,1482,55,0.114
713597658,Client perdu,36,F,3,Sans diplôme,Marié(e),Moins de $40K,Blue,22,4,1,2378,57,0.854
713953383,Client perdu,50,M,1,Master,Célibataire,$60K - $80K,Blue,36,4,2,0,41,0.0
716891583,Client actuel,41,F,3,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,36,2,0,970,60,0.52
716510658,Client perdu,50,F,0,Doctorat,Célibataire,$40K - $60K,Blue,38,4,3,2353,41,0.907
708125733,Client actuel,46,F,2,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,36,3,1,0,77,0.0
716484333,Client actuel,46,F,2,Licence,Marié(e),Moins de $40K,Blue,40,1,2,1177,84,0.694
708519108,Client perdu,46,F,1,Licence,Marié(e),Non connu,Blue,24,5,2,1576,57,0.585
719740008,Client perdu,51,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,41,5,7,940,49,0.337
717087858,Client actuel,51,F,1,Licence,Célibataire,$40K - $60K,Blue,36,3,1,967,74,0.451
711605208,Client perdu,61,M,0,Sans diplôme,Marié(e),$80K - $120K,Blue,43,3,6,0,47,0.0
714882258,Client actuel,38,F,2,Niveau Bac+2,Marié(e),Non connu,Blue,36,1,2,730,67,0.508
792300858,Client actuel,44,F,3,Licence,Divorcé(e),$40K - $60K,Blue,38,2,2,1852,75,0.434
766550808,Client actuel,45,F,3,Licence,Marié(e),$40K - $60K,Blue,38,6,1,2440,72,0.582
718941183,Client actuel,48,F,1,Niveau Bac+2,Marié(e),Moins de $40K,Blue,38,2,2,748,87,0.408
708516558,Client actuel,37,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,2,1,1782,83,0.689
709350783,Client actuel,63,F,0,Non connu,Célibataire,Moins de $40K,Blue,36,1,1,1856,76,0.383
771230508,Client actuel,46,F,4,Niveau Bac+2,Marié(e),$40K - $60K,Blue,33,1,1,429,80,0.177
710978058,Client actuel,50,F,0,Sans diplôme,Célibataire,$40K - $60K,Blue,41,2,3,1697,71,0.226
713405133,Client actuel,51,M,2,Niveau Bac+2,Marié(e),$120K +,Blue,43,2,3,1923,93,0.368
710723958,Client actuel,43,F,3,Sans diplôme,Célibataire,Non connu,Blue,32,1,1,491,86,0.341
823840458,Client actuel,47,F,1,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,43,2,2,1517,82,0.83
791754258,Client actuel,49,F,5,Licence,Marié(e),Non connu,Blue,43,3,2,2351,73,0.919
789472833,Client actuel,42,F,2,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,33,3,1,1690,64,0.74
711099408,Client actuel,35,F,4,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,25,2,3,1658,76,0.618
745853283,Client actuel,38,F,1,Licence,Marié(e),Non connu,Blue,31,1,3,0,75,0.0
717790233,Client actuel,37,F,2,Niveau Bac+2,Célibataire,$40K - $60K,Blue,26,2,3,743,80,0.517
818791833,Client actuel,42,F,3,Licence,Marié(e),Moins de $40K,Blue,37,2,1,1303,76,0.477
714981483,Client actuel,50,F,3,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,38,2,1,1720,81,0.613
719373558,Client actuel,42,F,3,Non connu,Célibataire,Moins de $40K,Blue,36,1,1,0,75,0.0
823609383,Client actuel,43,F,4,Niveau Bac+2,Non connu,$40K - $60K,Blue,39,1,3,0,83,0.0
714408933,Client perdu,44,M,4,Licence,Marié(e),$80K - $120K,Blue,36,2,2,0,51,0.0
713661933,Client actuel,44,F,1,Niveau Bac+2,Marié(e),Moins de $40K,Blue,33,1,3,0,70,0.0
716218908,Client actuel,48,F,4,Doctorat,Célibataire,Non connu,Blue,39,1,1,919,43,0.323
818710233,Client actuel,41,F,2,Licence,Marié(e),$40K - $60K,Blue,36,2,3,1271,70,0.546
719463708,Client actuel,47,F,1,Sans diplôme,Célibataire,$40K - $60K,Blue,34,1,3,1164,80,0.555
817958733,Client actuel,42,F,2,Sans diplôme,Marié(e),Non connu,Blue,37,1,1,958,73,0.188
708397008,Client actuel,54,F,4,Licence,Marié(e),Non connu,Blue,43,2,3,821,67,0.216
720547533,Client actuel,47,F,2,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,32,2,1,0,90,0.0
708780783,Client actuel,43,F,3,Licence,Célibataire,$40K - $60K,Blue,33,3,3,1169,76,0.48
758178558,Client actuel,44,F,3,Licence,Célibataire,Non connu,Blue,37,2,1,1555,89,0.331
716237508,Client actuel,44,F,5,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,36,3,2,2507,64,0.477
714735033,Client actuel,45,F,5,Doctorat,Marié(e),Moins de $40K,Blue,34,2,2,491,84,0.341
709726158,Client actuel,40,F,4,Licence,Célibataire,Moins de $40K,Blue,26,3,0,1110,92,0.503
770909433,Client actuel,50,F,2,Niveau Bac+2,Marié(e),$40K - $60K,Blue,37,2,1,1904,75,0.529
822121608,Client actuel,46,M,2,Lycée (équivalent baccalauréat),Non connu,$60K - $80K,Blue,42,3,2,693,81,0.097
717278808,Client actuel,37,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,28,2,1,0,56,0.0
712640583,Client actuel,60,F,0,Doctorat,Marié(e),Non connu,Blue,51,1,3,2148,70,0.286
716099958,Client perdu,39,F,5,Non connu,Marié(e),$40K - $60K,Blue,31,3,9,1867,50,0.56
788772708,Client actuel,50,F,2,Licence,Marié(e),Non connu,Blue,31,1,3,0,61,0.0
712795833,Client perdu,34,F,4,Licence,Marié(e),$40K - $60K,Blue,36,2,7,2517,40,0.501
718892283,Client actuel,43,M,2,Licence,Marié(e),$40K - $60K,Blue,34,2,1,0,78,0.0
720294258,Client actuel,40,F,4,Licence,Célibataire,Moins de $40K,Blue,30,2,2,0,82,0.0
721181883,Client actuel,30,F,0,Niveau Bac+2,Célibataire,Non connu,Blue,18,2,3,0,75,0.0
712098033,Client actuel,38,F,1,Sans diplôme,Marié(e),Non connu,Blue,36,3,1,912,78,0.072
712593933,Client perdu,40,M,3,Doctorat,Marié(e),$40K - $60K,Blue,36,3,7,0,42,0.0
711343233,Client actuel,53,F,3,Sans diplôme,Marié(e),Moins de $40K,Blue,36,1,3,1183,65,0.822
712394283,Client actuel,44,F,4,Licence,Divorcé(e),Moins de $40K,Blue,30,3,2,1314,79,0.734
790021233,Client actuel,52,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,44,3,2,1598,84,0.695
711890808,Client actuel,42,F,3,Licence,Marié(e),Moins de $40K,Blue,36,2,2,2048,72,0.811
714164808,Client perdu,42,F,4,Licence,Marié(e),$40K - $60K,Blue,33,3,2,0,54,0.0
825850383,Client actuel,53,F,2,Licence,Célibataire,Non connu,Blue,49,2,3,0,77,0.0
789533133,Client actuel,45,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,37,1,2,1766,82,0.354
779523258,Client actuel,34,M,2,Licence,Marié(e),$40K - $60K,Blue,17,2,1,1062,78,0.32
719617758,Client actuel,56,F,1,Licence,Marié(e),Moins de $40K,Blue,48,1,3,1794,76,0.728
779858058,Client actuel,34,F,2,Licence,Non connu,Moins de $40K,Blue,18,1,3,0,72,0.0
710423358,Client actuel,35,F,1,Niveau Bac+2,Non connu,Non connu,Blue,29,3,3,966,81,0.672
710500983,Client perdu,43,M,2,Niveau Bac+2,Célibataire,$80K - $120K,Blue,34,7,3,1035,35,0.224
711851583,Client actuel,50,M,2,Licence,Marié(e),$120K +,Blue,42,2,1,1015,77,0.123
779405133,Client actuel,40,F,3,Niveau Bac+2,Célibataire,Moins de $40K,Blue,29,3,1,623,79,0.109
719410083,Client actuel,49,F,2,Non connu,Célibataire,Moins de $40K,Blue,36,3,0,1220,56,0.746
796196733,Client actuel,52,F,2,Non connu,Célibataire,$40K - $60K,Blue,46,2,3,0,80,0.0
711904008,Client perdu,40,M,4,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,3,7,0,41,0.0
717666783,Client perdu,56,F,3,Niveau Bac+2,Marié(e),$60K - $80K,Blue,46,3,3,1350,49,0.594
719911458,Client actuel,49,F,5,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,2,3,1848,78,0.711
787506558,Client actuel,50,M,3,Licence,Célibataire,$60K - $80K,Blue,38,1,1,703,71,0.065
719046558,Client actuel,39,M,2,Licence,Marié(e),$60K - $80K,Blue,36,3,3,1751,62,0.883
708291633,Client actuel,33,F,2,Doctorat,Non connu,Non connu,Blue,21,3,3,2499,79,0.537
720731808,Client perdu,52,F,3,Licence,Célibataire,$40K - $60K,Blue,38,3,8,0,53,0.0
745124658,Client actuel,42,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,35,2,1,1579,70,0.616
789907533,Client perdu,49,M,3,Licence,Marié(e),$80K - $120K,Blue,40,2,3,193,54,0.042
716466483,Client actuel,44,F,3,Sans diplôme,Célibataire,$40K - $60K,Blue,34,3,3,1342,87,0.598
715919283,Client perdu,39,F,4,Niveau Bac+2,Célibataire,$40K - $60K,Blue,36,2,3,0,31,0.0
756736008,Client actuel,45,F,2,Master,Marié(e),Moins de $40K,Blue,38,2,3,1471,62,0.505
772857558,Client actuel,47,M,4,Licence,Marié(e),$60K - $80K,Blue,30,2,3,896,94,0.397
709246683,Client actuel,62,M,1,Non connu,Célibataire,Non connu,Blue,36,1,1,2248,69,0.122
714559458,Client perdu,46,M,4,Niveau Bac+2,Marié(e),$60K - $80K,Blue,36,2,1,0,48,0.0
778405458,Client actuel,52,F,2,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,32,1,3,0,80,0.0
772150983,Client perdu,48,F,3,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,37,2,1,978,40,0.414
715128408,Client actuel,49,F,2,Non connu,Marié(e),Moins de $40K,Blue,36,3,3,863,67,0.6
717856983,Client actuel,42,F,5,Sans diplôme,Marié(e),Non connu,Blue,29,2,3,1267,76,0.689
778231983,Client actuel,49,F,4,Non connu,Célibataire,$40K - $60K,Blue,39,2,3,1326,65,0.18
823908858,Client actuel,51,M,4,Non connu,Marié(e),$80K - $120K,Blue,47,3,2,622,81,0.161
798011733,Client actuel,53,F,3,Licence,Marié(e),Moins de $40K,Blue,47,1,2,751,81,0.481
717945108,Client actuel,49,F,3,Licence,Non connu,$40K - $60K,Blue,36,1,2,1477,77,0.478
712560558,Client actuel,55,F,3,Niveau Bac+2,Célibataire,Moins de $40K,Blue,42,2,1,0,87,0.0
711391308,Client actuel,46,F,4,Sans diplôme,Marié(e),$40K - $60K,Blue,34,3,3,1704,92,0.786
